AccidentID,Collision_Date,Year,Month,Weekday,Hour,Collision Type,How Collision Occurred,Injury Severity,Division,Ward,Intersection,OperatorDistracted,OperatorImpaired
1811160505,2018-11-16,2018,Nov,Friday,2000,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,5,I10 Frontage Rd / Wilmot Rd,0,0
1811160609,2018-11-16,2018,Nov,Friday,2300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,5th St / Alvernon Wy,1,0
1811160332,2018-11-16,2018,Nov,Friday,1500,Vehicle / Bicycle,Other,Possible Injury,Midtown,3,Blacklidge Dr / Alvernon Wy,0,0
1811160438,2018-11-16,2018,Nov,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,Other Jurisdiction,Other Jurisdiction,Irvington Rd / Country Club Rd,1,0
1811160615,2018-11-16,2018,Nov,Friday,2300,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,South,1,I19 Sb Exit 99 On Ramp / Ajo Wy / I19 Sb Exit 99 Off Ramp,1,0
1811160167,2018-11-16,2018,Nov,Friday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Euclid Av / 22nd St,1,0
1811160472,2018-11-16,2018,Nov,Friday,1900,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,2,Kolb Rd / Broadway Bl,1,1
1811160311,2018-11-16,2018,Nov,Friday,1300,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,West,3,Fontana Av N,1,0
1811160319,2018-11-16,2018,Nov,Friday,1400,Vehicle / Bicycle,Other,Non-Incapacitating Injury,West,3,Alturas St / 1st Av,0,0
1811160365,2018-11-16,2018,Nov,Friday,1500,Vehicle / Motorcycle,"Sideswipe, Same Direction",Possible Injury,East,2,Pantano Rd / Broadway Bl,1,0
1811160459,2018-11-16,2018,Nov,Friday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Ajo Wy / Mission Rd,1,0
1811170005,2018-11-16,2018,Nov,Friday,2300,Vehicle / Vehicle,Left Turn,No Injury,West,6,Speedway Bl / Park Av,1,0
1811160422,2018-11-16,2018,Nov,Friday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,4,Frost Dr / Valencia Rd,1,0
1811160531,2018-11-16,2018,Nov,Friday,2100,Single Motorcycle,Single Vehicle,No Injury,West,3,Lester St / Stone Av,1,0
1811160094,2018-11-16,2018,Nov,Friday,0800,Single Vehicle,Single Vehicle,No Injury,West,3,Estrella Av N,1,0
1811160358,2018-11-16,2018,Nov,Friday,1500,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,1st Av / Prince Rd,0,0
1811160387,2018-11-16,2018,Nov,Friday,1600,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,5th Av / 6th St,1,0
1811269502,2018-11-16,2018,Nov,Friday,1200,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Drachman St / 11th Av,1,0
1811209504,2018-11-17,2018,Nov,Saturday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Grant Rd / Oracle Rd,1,0
1811170432,2018-11-17,2018,Nov,Saturday,2000,Single Vehicle,Single Vehicle,Unknown Injury,West,1,Riverview Bl / Speedway Bl,1,0
1811179502,2018-11-17,2018,Nov,Saturday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Speedway Bl / Perry Av,1,0
1811170321,2018-11-17,2018,Nov,Saturday,1600,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,6,Santa Rita Av / 6th St,1,0
1811170435,2018-11-17,2018,Nov,Saturday,2000,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,2,Magdalena Rd / Harrison Rd,0,0
1811199501,2018-11-17,2018,Nov,Saturday,1100,Vehicle / Vehicle,Left Turn,No Injury,West,1,Grande Av / Saint Marys Rd,1,0
1811170054,2018-11-17,2018,Nov,Saturday,0200,Single Vehicle,Single Vehicle,Unknown Injury,South,5,Irvington Rd / Campbell Av,1,0
1811170173,2018-11-17,2018,Nov,Saturday,1000,Vehicle / Vehicle,Left Turn,No Injury,Midtown,5,22nd St / Country Club Rd,1,0
1811170382,2018-11-17,2018,Nov,Saturday,1800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Houghton Rd,1,1
1811170411,2018-11-17,2018,Nov,Saturday,2000,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,South,5,8th Av / 22nd St,1,1
1811170089,2018-11-17,2018,Nov,Saturday,0400,Single Vehicle,Single Vehicle,No Injury,Midtown,6,Speedway Bl / Alvernon Wy,1,0
1811170238,2018-11-17,2018,Nov,Saturday,1300,Vehicle / Vehicle,Angle (Front To Side),No Injury,South,5,Alvernon Wy / Benson Hy,0,0
1811170405,2018-11-17,2018,Nov,Saturday,1900,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,1,Silverbell Rd / Lester St,1,0
1811170495,2018-11-17,2018,Nov,Saturday,2200,Vehicle / Pedestrian,Other,Possible Injury,West,6,Speedway Bl / Park Av,1,0
1811170047,2018-11-17,2018,Nov,Saturday,0200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Valencia Rd / 12th Av,1,0
1811180008,2018-11-17,2018,Nov,Saturday,2300,Vehicle / Pedestrian,Other,Incapacitating Injury,West,3,Romero Rd / Prince Rd,1,0
1811170338,2018-11-17,2018,Nov,Saturday,1700,Vehicle / Vehicle,Left Turn,No Injury,East,2,Grant Rd / Tanque Verde Rd / Kolb Rd,0,0
1811170380,2018-11-17,2018,Nov,Saturday,1900,Vehicle / Bicycle,Angle (Front To Side),Possible Injury,West,6,Euclid Av / University Bl,1,0
1811170396,2018-11-17,2018,Nov,Saturday,1900,Vehicle / Vehicle,Left Turn,No Injury,South,1,Midvale Park Rd / Irvington Rd,0,0
1811170403,2018-11-17,2018,Nov,Saturday,1800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,22nd St / Prudence Rd,1,0
1811180021,2018-11-18,2018,Nov,Sunday,0000,Single Vehicle,Single Vehicle,No Injury,East,2,Pantano Rd / Speedway Bl,0,0
1811180076,2018-11-18,2018,Nov,Sunday,0200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,6th St / Tucson Bl,1,1
1811180248,2018-11-18,2018,Nov,Sunday,1300,Vehicle / Vehicle,Head-On (Front To Front),No Injury,Midtown,4,S Calle Polar,0,0
1811180195,2018-11-18,2018,Nov,Sunday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Stone Av / Fort Lowell Rd,0,0
1811180266,2018-11-18,2018,Nov,Sunday,1200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,South,5,Valencia Rd / Tucson Bl,1,0
1811180447,2018-11-18,2018,Nov,Sunday,2100,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,West,6,Campbell Av / Speedway Bl,1,1
1811180449,2018-11-18,2018,Nov,Sunday,1800,Vehicle / Vehicle,Left Turn,Unknown Injury,West,1,Grande Av / Saint Marys Rd,1,0
1811180172,2018-11-18,2018,Nov,Sunday,0900,Vehicle / Vehicle,Left Turn,No Injury,South,5,Drexel Rd / Fontana Av,1,0
1811180351,2018-11-18,2018,Nov,Sunday,1700,Vehicle / Vehicle,Left Turn,No Injury,West,3,Oracle Rd / Wetmore Rd,1,0
1811180377,2018-11-18,2018,Nov,Sunday,1800,Vehicle / Bicycle,Other,No Injury,East,2,Speedway Bl / Keesal Av,0,0
1811190483,2018-11-19,2018,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,2,Water St / Swan Rd / San Carlos Pl,1,0
1811190581,2018-11-19,2018,Nov,Monday,2000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,2,Grant Rd / Swan Rd,0,1
1811190177,2018-11-19,2018,Nov,Monday,0800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Grant Rd / Oracle Rd,1,0
1811190256,2018-11-19,2018,Nov,Monday,1000,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Swan Rd / 22nd St,0,0
1811190424,2018-11-19,2018,Nov,Monday,1400,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,Rosemont Bl N,0,0
1811190168,2018-11-19,2018,Nov,Monday,0800,Vehicle / Vehicle,Left Turn,No Injury,East,2,Kolb Rd / 29th St / Calle Ileo,1,0
1811190431,2018-11-19,2018,Nov,Monday,1500,Vehicle / Vehicle,Left Turn,No Injury,South,1,Calle Santa Cruz S,1,0
1811190494,2018-11-19,2018,Nov,Monday,1700,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Alvernon Wy / 29th St / 32nd St,1,0
1811190426,2018-11-19,2018,Nov,Monday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,6,Speedway Bl / Howard Bl,0,0
1811190461,2018-11-19,2018,Nov,Monday,1500,Vehicle / Vehicle,Left Turn,No Injury,East,4,I10 Eb Exit 273 On Ramp / Rita Rd / I10 Eb Exit 273 Off Ramp,0,0
1811190487,2018-11-19,2018,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Hemisphere Lp / Lisa Frank Av / Valencia Rd,1,0
1811190138,2018-11-19,2018,Nov,Monday,0700,Vehicle / Vehicle,Left Turn,Possible Injury,East,2,22nd St / Camino Seco,0,0
1811190141,2018-11-19,2018,Nov,Monday,0700,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,2,Harrison Rd / 22nd St,0,0
1811190262,2018-11-19,2018,Nov,Monday,1000,Vehicle / Vehicle,Unknown,Unknown Injury,South,1,W San Ricardo Bl,1,0
1811190512,2018-11-19,2018,Nov,Monday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Wilmot Rd / Golf Links Rd,1,0
1811190641,2018-11-19,2018,Nov,Monday,2200,Single Vehicle,Single Vehicle,No Injury,Midtown,6,Country Club Rd / 5th St,1,1
1812019500,2018-11-19,2018,Nov,Monday,2100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Roger Rd / Flowing Wells Rd,1,0
1811190332,2018-11-19,2018,Nov,Monday,1200,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1811200078,2018-11-19,2018,Nov,Monday,1500,Single Vehicle,Single Vehicle,No Injury,West,3,Redondo Dr,1,0
1811200422,2018-11-20,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Grant Rd / Jordan Dr,0,0
1811200434,2018-11-20,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Rita Rd / Rita Park Dr,0,0
1811200445,2018-11-20,2018,Nov,Tuesday,1700,Vehicle / Vehicle,Left Turn,No Injury,South,5,Valencia Rd / Tucson Bl,0,0
1811200147,2018-11-20,2018,Nov,Tuesday,0900,Vehicle / Vehicle,Left Turn,No Injury,West,1,Saint Marys Rd / Silverbell Rd,0,0
1811209506,2018-11-20,2018,Nov,Tuesday,1200,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,Stone Av / Fort Lowell Rd,1,0
1811200277,2018-11-20,2018,Nov,Tuesday,1200,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,South,5,6th Av / Veterans Bl,1,0
1811200541,2018-11-20,2018,Nov,Tuesday,2200,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,Midtown,5,Alvernon Wy / 22nd St,1,0
1811200115,2018-11-20,2018,Nov,Tuesday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,6,E Drachman St,1,0
1811200134,2018-11-20,2018,Nov,Tuesday,0900,Single Vehicle,Single Vehicle,No Injury,West,3,Fort Lowell Rd / Geronimo Av,1,0
1811200328,2018-11-20,2018,Nov,Tuesday,1200,Vehicle / Vehicle,Left Turn,No Injury,South,5,Silverlake Rd / Kino Pw,1,0
1811200474,2018-11-20,2018,Nov,Tuesday,1800,Vehicle / Vehicle,"Sideswipe, Opposite Direction",Possible Injury,West,6,Pennington St,1,0
1811210026,2018-11-20,2018,Nov,Tuesday,1700,Single Vehicle,Single Vehicle,No Injury,East,5,I10 Frontage Rd / Wilmot Rd,0,0
1811200231,2018-11-20,2018,Nov,Tuesday,1100,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,West,3,Oracle Rd / Blacklidge Dr,0,0
1811200257,2018-11-20,2018,Nov,Tuesday,1200,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Columbus Bl / Speedway Bl,1,0
1811200356,2018-11-20,2018,Nov,Tuesday,1300,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,4,Rita Rd / Houghton Rd / Rita Ranch Rd,1,0
1811200385,2018-11-20,2018,Nov,Tuesday,1400,Vehicle / Vehicle,Left Turn,No Injury,Midtown,2,Grant Rd / Craycroft Rd,0,0
1811200418,2018-11-20,2018,Nov,Tuesday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,King Rd / Oracle Rd,1,0
1811200488,2018-11-20,2018,Nov,Tuesday,1900,Vehicle / Vehicle,Left Turn,No Injury,West,3,Stone Av / Speedway Bl,0,0
1811210005,2018-11-20,2018,Nov,Tuesday,2300,Vehicle / Vehicle,Left Turn,No Injury,West,1,Sagitta Dr / Greasewood Rd,0,0
1811210129,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,Possible Injury,East,2,Wilmot Rd / Broadway Bl,0,0
1811210251,2018-11-21,2018,Nov,Wednesday,1200,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Nogales Hy / Valencia Rd,0,0
1811210305,2018-11-21,2018,Nov,Wednesday,1300,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Grant Rd / Country Club Rd,0,0
1811210424,2018-11-21,2018,Nov,Wednesday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,6,Stone Av / 6th St,0,0
1811210119,2018-11-21,2018,Nov,Wednesday,0700,Vehicle / Vehicle,Angle (Front To Side),No Injury,West,6,Freeway / Congress St,1,0
1811210147,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,Wilmot Rd / Carondelet Dr,0,0
1811210175,2018-11-21,2018,Nov,Wednesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Kolb Rd / Broadway Bl,0,0
1811220006,2018-11-21,2018,Nov,Wednesday,2300,Vehicle / Vehicle,Head-On (Front To Front),Incapacitating Injury,East,4,Houghton Rd / Rocket Rd,0,0
1811210188,2018-11-21,2018,Nov,Wednesday,0900,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,Broadway Bl / Sarnoff Dr,1,0
1811210404,2018-11-21,2018,Nov,Wednesday,1500,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Campbell Av / Lind Rd,0,0
1811210103,2018-11-21,2018,Nov,Wednesday,0700,Single Vehicle,Single Vehicle,Incapacitating Injury,Other Jurisdiction,Other Jurisdiction,N Sabino Canyon Rd,1,0
1811210160,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,2,Grant Rd / Craycroft Rd,1,0
1811210350,2018-11-21,2018,Nov,Wednesday,1400,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,Kino Pw / 36th St,1,0
1811210128,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,West,3,Park Av / Fort Lowell Rd,1,0
1811210171,2018-11-21,2018,Nov,Wednesday,0900,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,East,2,Wilmot Rd / Broadway Bl,0,0
1811210145,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,No Injury,Midtown,3,Alvernon Wy / Fort Lowell Rd,1,0
1811210168,2018-11-21,2018,Nov,Wednesday,0900,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,3,Prince Rd / Campbell Av,1,0
1811210308,2018-11-21,2018,Nov,Wednesday,1200,Vehicle / Vehicle,Left Turn,No Injury,South,5,Duvall Vista / Kino Pw / Tucson Marketplace Bl,0,0
1811210136,2018-11-21,2018,Nov,Wednesday,0800,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,Midtown,6,2nd St / Craycroft Rd,0,0
1811210248,2018-11-21,2018,Nov,Wednesday,1200,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Stone Av / Roger Rd,0,0
1811210345,2018-11-21,2018,Nov,Wednesday,1400,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,2,22nd St / Wilmot Rd,0,0
1811210447,2018-11-21,2018,Nov,Wednesday,1800,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,Midtown,6,Lee St / Craycroft Rd,1,0
1811210455,2018-11-21,2018,Nov,Wednesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,3,Alvernon Wy / Fort Lowell Rd,1,0
1811239500,2018-11-21,2018,Nov,Wednesday,1800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,4,Golf Links Rd / Swan Rd,1,0
1811210122,2018-11-21,2018,Nov,Wednesday,0700,Vehicle / Pedestrian,Angle (Front To Side),Incapacitating Injury,Other Jurisdiction,Other Jurisdiction,El Camino Del Cerro / I10 Frontage Rd,1,0
1811210194,2018-11-21,2018,Nov,Wednesday,1000,Vehicle / Vehicle,Left Turn,No Injury,South,5,6th Av / Benson Hy / I10 Wb Exit 261 On Ramp,0,0
1811220104,2018-11-22,2018,Nov,Thursday,0700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Grant Rd / Stone Av,0,0
1811220338,2018-11-22,2018,Nov,Thursday,2100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,1,Congress St E,1,0
1811230008,2018-11-22,2018,Nov,Thursday,2000,Vehicle / Vehicle,Left Turn,No Injury,East,2,E Broadway Bl,1,0
1811220217,2018-11-22,2018,Nov,Thursday,1400,Vehicle / Vehicle,Left Turn,Possible Injury,East,2,22nd St / Kolb Rd,0,0
1811220292,2018-11-22,2018,Nov,Thursday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,South,1,Midvale Park Rd / Irvington Rd,0,0
1811220238,2018-11-22,2018,Nov,Thursday,1500,Vehicle / Vehicle,Angle (Front To Side),Possible Injury,Midtown,4,Talon Dr E,1,0
1811249500,2018-11-23,2018,Nov,Friday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Calle Santa Cruz / Irvington Rd,1,0
1811230209,2018-11-23,2018,Nov,Friday,1100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,1,Congress St / Church Av,1,0
1811230293,2018-11-23,2018,Nov,Friday,1400,Vehicle / Vehicle,Left Turn,Possible Injury,West,3,Oracle Rd / Wetmore Rd,0,0
1811230040,2018-11-23,2018,Nov,Friday,0100,Single Vehicle,Single Vehicle,Possible Injury,Midtown,5,E Monthan Sv,1,1
1811230222,2018-11-23,2018,Nov,Friday,1100,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,East,4,Rita Rd / Azuma Wy / Esmond Lp,1,0
1811230265,2018-11-23,2018,Nov,Friday,1400,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,West,3,Glenn St W,1,1
1811230284,2018-11-23,2018,Nov,Friday,1400,Vehicle / Vehicle,Left Turn,No Injury,West,5,18th St / 6th Av / Stone Av,0,0
1811230438,2018-11-23,2018,Nov,Friday,1900,Vehicle / Vehicle,Left Turn,No Injury,Midtown,6,Craycroft Rd / 22nd St,1,0
1811230425,2018-11-23,2018,Nov,Friday,1900,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,South,5,Park Av / Irvington Rd,1,0
1811230478,2018-11-23,2018,Nov,Friday,2100,Single Vehicle,Single Vehicle,No Injury,South,5,Campbell Av / 36th St,1,1
1811240167,2018-11-24,2018,Nov,Saturday,0800,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,West,3,Pastime Rd / 1st Av,0,0
1811240233,2018-11-24,2018,Nov,Saturday,1100,Vehicle / Pedestrian,Other,Possible Injury,East,6,Craycroft Rd / Speedway Bl,1,0
1811240221,2018-11-24,2018,Nov,Saturday,1100,Vehicle / Vehicle,Left Turn,No Injury,West,3,Jacinto St / Oracle Rd,1,0
1811240539,2018-11-24,2018,Nov,Saturday,2100,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,West,6,17th St / 4th Av,1,1
1811249501,2018-11-24,2018,Nov,Saturday,1300,Vehicle / Vehicle,"Sideswipe, Same Direction",No Injury,Midtown,6,Broadway Bl / Plumer Av,1,0
1811240223,2018-11-24,2018,Nov,Saturday,1000,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,South,5,Valencia Rd / Tucson Bl,1,0
1811240279,2018-11-24,2018,Nov,Saturday,1300,Vehicle / Motorcycle,Angle (Front To Side),Fatal Injury,East,2,22nd St / Fordham Dr / Avenida Sirio,1,0
1811240281,2018-11-24,2018,Nov,Saturday,1300,Vehicle / Vehicle,Angle (Front To Side),Unknown Injury,Midtown,6,Fairmount St E,1,0
1811240376,2018-11-24,2018,Nov,Saturday,1700,Vehicle / Vehicle,Left Turn,No Injury,West,6,Speedway Bl / Park Av,0,0
1811240398,2018-11-24,2018,Nov,Saturday,1700,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,South,5,Park Av / Milton Rd,0,0
1811240128,2018-11-24,2018,Nov,Saturday,0500,Single Vehicle,Single Vehicle,Non-Incapacitating Injury,East,2,Wilmot Rd / Golf Links Rd,1,0
1811240285,2018-11-24,2018,Nov,Saturday,1300,Vehicle / Vehicle,Left Turn,Non-Incapacitating Injury,West,3,Prince Rd / Stone Av,0,0
1811240331,2018-11-24,2018,Nov,Saturday,1500,Vehicle / Motorcycle,Left Turn,Incapacitating Injury,West,5,12th St / Toole Av,1,0
1811250329,2018-11-25,2018,Nov,Sunday,1500,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,1,Irvington Rd / Landing Center Dr,1,0
1811250376,2018-11-25,2018,Nov,Sunday,1700,Vehicle / Vehicle,Left Turn,No Injury,East,2,Prudence Rd / Broadway Bl,0,0
1811250066,2018-11-25,2018,Nov,Sunday,0100,Vehicle / Vehicle,Other,Unknown Injury,South,1,S Canada Dr,1,1
1811250427,2018-11-25,2018,Nov,Sunday,1800,Vehicle / Vehicle,Left Turn,Possible Injury,South,5,10th Av / 22nd St,1,0
1811250172,2018-11-25,2018,Nov,Sunday,0900,Vehicle / Motorcycle,Rear-End (Front To Back),Possible Injury,Midtown,6,Swan Rd / Speedway Bl,1,0
1811250408,2018-11-25,2018,Nov,Sunday,1800,Single Vehicle,Single Vehicle,No Injury,West,1,Speedway Bl / Silverbell Rd,0,0
1811260538,2018-11-26,2018,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,South,5,Palo Verde Rd / Brosius Av / Valencia Rd,1,0
1811260481,2018-11-26,2018,Nov,Monday,1500,Vehicle / Pedestrian,Other,Non-Incapacitating Injury,South,5,W Nebraska St,1,0
1811260541,2018-11-26,2018,Nov,Monday,1800,Vehicle / Vehicle,Left Turn,No Injury,East,2,Dos Hombres Rd / Tanque Verde Rd / Camino Pio Decimo,1,0
1811260546,2018-11-26,2018,Nov,Monday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Incapacitating Injury,South,1,Ajo Hy / Ajo Wy / Opha Rd / La Cholla Bl,1,0
1811260074,2018-11-26,2018,Nov,Monday,0200,Single Vehicle,Single Vehicle,Unknown Injury,East,4,Pantano Rd / Golf Links Rd,1,0
1811260181,2018-11-26,2018,Nov,Monday,0800,Single Vehicle,Single Vehicle,No Injury,Midtown,6,N Nema Av,0,0
1811260316,2018-11-26,2018,Nov,Monday,1200,Vehicle / Vehicle,Left Turn,No Injury,West,3,Wetmore Rd / Stone Av,0,0
1811260361,2018-11-26,2018,Nov,Monday,1300,Vehicle / Vehicle,Rear-End (Front To Back),Possible Injury,East,4,Houghton Rd / Drexel Rd,0,0
1811260258,2018-11-26,2018,Nov,Monday,1100,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,Arroyo Chico / Country Club Rd,0,0
1811260423,2018-11-26,2018,Nov,Monday,1400,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,Midtown,6,N Tucson Bl,1,0
1811260555,2018-11-26,2018,Nov,Monday,1800,Vehicle / Vehicle,Left Turn,No Injury,East,2,Broadway Bl / Houghton Rd,0,0
1811260169,2018-11-26,2018,Nov,Monday,0800,Vehicle / Vehicle,Angle (Front To Side),Non-Incapacitating Injury,South,1,Greasewood Rd / Starr Pass Bl,1,0
1811260497,2018-11-26,2018,Nov,Monday,1600,Vehicle / Vehicle,Rear-End (Front To Back),Unknown Injury,Midtown,6,Grant Rd / Dodge Bl,1,0
1811260144,2018-11-26,2018,Nov,Monday,0700,Single Vehicle,Single Vehicle,No Injury,South,1,Oak Tree Dr / Valencia Rd / Valley Indian Agency Connect Rd,0,0
1811260529,2018-11-26,2018,Nov,Monday,1700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,East,2,22nd St / Kolb Rd,1,0
1811260133,2018-11-26,2018,Nov,Monday,0700,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,1,Speedway Bl / I10 Frontage Rd / Freeway,1,0
1811260153,2018-11-26,2018,Nov,Monday,0800,Vehicle / Vehicle,Rear-End (Front To Back),No Injury,West,3,W Miracle Mile,1,0
1811260155,2018-11-26,2018,Nov,Monday,0800,Vehicle / Vehicle,Angle (Front To Side),No Injury,Midtown,3,N Palo Verde Av,0,0
1811260542,2018-11-26,2018,Nov,Monday,1800,Vehicle / Vehicle,Rear-End (Front To Back),Non-Incapacitating Injury,East,2,Tanque Verde Rd / Paseo Rancho Esperanza,0,0
